user,item,rating,prediction
35055,3352,3.0,2.4184406
23486,3352,4.0,4.1483126
39024,3352,5.0,2.6871822
47919,3352,3.0,2.3820724
1378,3488,5.0,3.242727
28673,3488,5.0,3.4827888
35304,3488,5.0,
23922,3488,5.0,1.9326313
20680,3488,5.0,3.9933405
10182,3488,4.0,3.4219718
35857,3488,4.0,
34515,3761,4.0,2.9429004
42107,3761,5.0,4.576823
12364,3761,5.0,4.284353
30770,3761,5.0,4.6901183
2586,3761,4.0,0.8029816
41164,4391,4.0,4.021867
43817,4391,3.0,3.3997166
11430,4391,3.0,
3785,4391,5.0,2.4620059
27876,4489,1.0,
47866,5071,3.0,3.2986302
42184,5071,5.0,
44390,5071,5.0,
23899,5071,5.0,4.166148
15859,5071,5.0,1.6030958
21731,5117,1.0,4.672381
14513,5287,2.0,0.8440218
8985,5287,1.0,
13666,5287,5.0,3.595283
40634,5984,2.0,4.2470036
18942,6266,5.0,2.9713867
34614,6266,1.0,2.2995808
20180,6266,2.0,2.6656327
33415,6266,4.0,4.776759
32261,6266,4.0,4.802473
64,6266,5.0,
37613,6266,2.0,2.5328546
6360,6266,3.0,2.6845012
40695,6266,1.0,3.1107473
21655,6266,5.0,3.9470787
31811,6266,3.0,3.368819
19069,6266,5.0,3.0606172
26861,6266,2.0,3.584955
34456,6482,5.0,2.2159438
34457,6482,1.0,3.3251355
23522,6482,3.0,1.6584251
37602,6482,4.0,3.737081
24198,6559,1.0,
41305,6559,3.0,2.5435307
19097,6559,3.0,
13049,6559,2.0,1.2012196
6780,6559,2.0,
27384,6559,1.0,0.8376955
38604,6559,5.0,3.0221493
33282,6559,1.0,
24875,6622,3.0,3.4550319
19513,6622,5.0,1.9038959
17987,6622,3.0,
48628,6622,3.0,2.8838453
4774,6825,4.0,1.6132796
31405,6825,3.0,1.9237521
2236,6825,2.0,3.0077167
15277,6825,2.0,4.288102
29321,6825,1.0,1.5717525
41486,6825,5.0,2.8164518
23340,6825,5.0,4.181386
3575,6825,4.0,2.4845915
17009,6825,1.0,2.2358646
11501,6825,1.0,3.955079
35729,6825,4.0,3.638577
10250,6825,5.0,3.152614
19767,6825,3.0,3.6131606
14735,7281,5.0,1.1667427
47313,7281,1.0,3.7751331
41586,7281,5.0,2.592737
23864,7281,1.0,0.9296663
3893,7387,5.0,2.7533913
45226,7850,4.0,
21604,7850,4.0,3.844441
12116,7850,4.0,3.6281576
10852,7850,3.0,4.060602
45858,7850,1.0,
17282,7879,1.0,
24663,8222,3.0,4.501228
10866,8222,5.0,4.1156607
38552,8222,2.0,
6358,8222,5.0,
1205,8222,4.0,2.7026749
9581,8222,5.0,4.201654
1784,8257,5.0,5.540961
15577,8257,5.0,
16002,8407,4.0,2.006631
8800,8407,4.0,3.2296128
42846,8407,2.0,3.8217394
43822,8407,5.0,3.226427
44612,8407,4.0,3.7785196
40890,8924,5.0,4.68897
33070,8924,5.0,0.571793
34127,8924,1.0,
45837,8924,2.0,5.2261925
47250,137,5.0,1.8121892
10456,137,5.0,2.3220716
10317,137,1.0,4.7201977
38241,137,1.0,2.3473637
35085,251,3.0,3.7556489
17964,251,1.0,
40744,251,5.0,3.4949465
3263,251,3.0,2.5183601
32608,251,4.0,3.5735488
34065,251,4.0,3.6059577
33249,251,3.0,2.4831214
618,451,5.0,5.410867
2852,451,5.0,5.771616
42493,451,1.0,3.5124588
4456,451,5.0,
17623,580,4.0,4.447864
28788,580,5.0,3.6259499
24050,580,5.0,4.667691
36410,580,5.0,
20376,580,5.0,4.318876
12133,580,5.0,4.9620376
12010,580,5.0,4.5935316
44815,580,5.0,3.8585043
40016,808,5.0,
16148,808,4.0,
44877,808,1.0,4.121134
10331,808,5.0,3.8476462
47261,808,5.0,3.128644
9798,808,1.0,1.7766197
16704,808,5.0,3.9845061
44272,808,5.0,0.8691243
44243,808,5.0,4.736359
20031,808,2.0,
17617,808,2.0,3.8233936
33543,808,5.0,4.468286
14575,1265,4.0,2.7361703
33912,1265,4.0,2.524181
34315,1265,4.0,2.5764866
46521,1975,5.0,3.225963
22246,1975,5.0,2.2883935
43840,1975,1.0,3.5237248
13871,2025,2.0,
14237,2231,5.0,3.7208436
8820,2231,5.0,3.6906219
31840,2259,1.0,0.17910473
23677,2259,5.0,2.3758647
24910,2259,1.0,
8536,2443,5.0,3.0875788
29826,2443,4.0,2.7425303
44750,2443,5.0,1.0544983
41209,2443,5.0,0.3821456
29934,2443,5.0,
20021,2488,5.0,4.8437314
23757,2488,4.0,
26722,2488,5.0,4.7474375
27509,2525,5.0,3.219364
5146,2721,5.0,4.165877
27467,2721,4.0,4.1943493
41913,2748,1.0,1.2448448
29929,2748,1.0,3.0051935
47242,2923,5.0,2.38896
38817,2923,3.0,4.0601954
39355,2923,3.0,
47679,2923,3.0,3.1835284
25752,2923,3.0,4.426128
6710,2923,5.0,
46724,2923,3.0,3.0321345
27574,2923,3.0,3.6870408
47912,2923,5.0,3.4501028
7245,2923,4.0,4.0077806
15651,2923,5.0,1.5371076
16952,3089,4.0,3.9013414
4791,3089,5.0,4.737693
31928,3098,4.0,
43741,3098,4.0,3.3804631
2396,3098,5.0,3.6226933
19947,3098,4.0,3.0665512
47614,3098,5.0,4.498497
11624,3098,5.0,4.9622035
8067,3098,4.0,2.653852
18244,3098,3.0,3.2228017
19612,3098,1.0,2.8716292
6387,3098,4.0,1.5672498
32062,3098,4.0,3.8291483
7226,3098,5.0,3.805691
10838,3098,5.0,2.9216862
7231,3098,4.0,4.198623
36775,3098,5.0,
11792,3098,3.0,4.1856394
28096,3098,1.0,2.7429607
28199,3098,5.0,3.2271361
6935,3098,3.0,2.7357292
1950,3098,3.0,3.5470421
22759,3098,3.0,4.4233303
10958,3098,1.0,
29037,3098,1.0,4.2168617
29761,3098,2.0,
27431,3098,5.0,4.6107755
36109,3098,5.0,3.5593452
26409,3098,1.0,3.456811
17622,3098,4.0,3.314189
16149,3098,5.0,4.05804
3581,3098,2.0,3.9057477
6498,3220,5.0,
41166,3220,5.0,3.7847896
39041,3490,4.0,2.9871783
17839,3490,1.0,
23900,3796,5.0,
223,3796,3.0,4.5354357
34973,3796,4.0,3.7400136
42766,3796,5.0,3.57423
32037,3796,5.0,4.350541
26979,3796,3.0,4.6528463
44428,3876,5.0,4.135928
1311,3876,4.0,3.7781105
22510,3876,1.0,
17873,3876,5.0,4.303399
21218,3876,4.0,4.2150283
25149,3876,4.0,
12974,3986,5.0,4.007318
28053,3986,3.0,
21631,4042,3.0,2.5189805
11490,4042,2.0,4.096765
9648,4042,3.0,2.24642
29636,4042,5.0,5.0585794
8422,4042,1.0,3.9710898
27255,4078,5.0,2.399161
17781,4078,1.0,2.881503
6433,4078,5.0,2.0391028
10719,4078,3.0,4.1790824
22223,4186,4.0,4.0849123
17430,4186,4.0,2.793635
19001,4186,4.0,1.2941548
46561,4186,4.0,3.461069
28490,4186,4.0,3.3786848
30646,4186,4.0,3.901076
41620,4186,5.0,2.0656638
38936,4239,4.0,3.602386
22716,4239,4.0,4.165303
1450,4239,1.0,
20665,4239,4.0,2.9711938
11608,4364,3.0,2.0994592
39810,4364,5.0,
33383,4364,5.0,4.018499
19731,4364,2.0,
35834,4364,4.0,3.9106052
14695,4364,4.0,1.5292542
39090,4364,4.0,3.5460699
7977,4364,5.0,2.665061
17078,4364,5.0,5.068243
34,4684,5.0,4.6272864
30698,4684,5.0,
19860,4684,4.0,2.8622153
33828,4684,4.0,1.923856
6330,4684,5.0,1.5193787
22918,4937,4.0,3.4969766
31856,4937,3.0,
46078,4937,4.0,3.4286451
7572,4937,4.0,3.4934611
41436,4937,4.0,3.752729
9072,4937,4.0,2.7361553
6817,4937,4.0,4.003165
35089,4937,5.0,2.6649697
21830,4937,5.0,4.3257747
1968,5074,5.0,3.419822
46688,5074,5.0,3.016491
23432,5074,5.0,1.2351804
8391,5155,5.0,
22198,5155,2.0,
24499,5155,5.0,4.4404182
25194,5155,2.0,1.1504858
35531,5155,1.0,2.1954956
4591,5223,4.0,1.9799685
44285,5223,4.0,3.55751
11981,5223,5.0,
28136,5223,2.0,3.7865443
32878,5223,2.0,3.2021074
27179,5223,5.0,3.2459302
44919,5223,4.0,3.4536552
10153,5223,5.0,
34433,5223,3.0,3.0770488
23514,5308,5.0,2.7979488
35484,5308,5.0,4.0046263
8046,5482,5.0,3.4132705
31650,5482,5.0,3.1603894
580,6361,1.0,3.6534615
10745,6361,5.0,3.5891786
48234,6361,4.0,4.53038
12662,6361,5.0,3.3017366
7691,6361,4.0,
43768,6361,4.0,4.2054434
7861,6361,2.0,
6362,6361,4.0,4.5858607
13887,6361,4.0,3.6754556
22342,6361,2.0,3.6730347
44172,6361,2.0,4.036543
16784,6361,5.0,
9409,6361,4.0,1.475018
30187,6361,3.0,2.6964412
746,6361,1.0,4.526477
10154,6361,1.0,
32447,6361,4.0,
793,6361,4.0,3.9954653
7951,6361,2.0,
24066,6361,1.0,4.3078012
34750,6361,4.0,4.8452096
30747,6361,4.0,2.4563038
21805,6361,5.0,
41504,6361,4.0,2.5098443
48158,6361,5.0,
9579,6361,5.0,4.499148
131,6361,4.0,2.9672863
19173,6361,4.0,3.3124232
32050,6361,3.0,4.218748
45579,6361,4.0,2.8375914
14285,6597,1.0,
11636,6598,4.0,5.2957907
33977,6598,4.0,2.6517577
31015,6598,3.0,
12023,7066,4.0,3.5420928
45702,7066,4.0,3.2711878
5040,7098,5.0,0.89223635
45889,7098,3.0,2.954666
24169,7098,4.0,4.2598963
45375,7098,5.0,
41785,7098,5.0,3.5525098
36928,7098,5.0,3.6388178
19286,7098,5.0,5.289613
15089,7098,5.0,
17523,7098,5.0,4.104206
8401,7098,5.0,0.76271546
26697,7098,5.0,3.7114823
45989,7098,4.0,4.447647
46328,7098,5.0,2.082655
40494,7120,4.0,3.615807
28614,7120,5.0,4.6615086
48240,7120,1.0,2.2396932
44349,7120,5.0,3.8924897
40343,7530,5.0,4.370599
21528,7530,4.0,4.185403
22879,7530,5.0,3.671654
27315,7530,5.0,3.480097
17042,7530,1.0,4.5912814
35888,7530,5.0,0.6706229
34816,7530,4.0,5.133822
34579,7530,4.0,3.9052494
13083,7644,5.0,
44289,7644,5.0,4.2097635
24711,7644,1.0,3.9808822
34860,7910,5.0,3.5526822
35891,7910,4.0,4.715275
12627,7910,4.0,
2316,7910,3.0,
37346,7910,3.0,3.6118195
39906,7910,5.0,4.6059694
4679,7910,3.0,
48324,7910,4.0,4.0234075
18756,8109,1.0,0.8553234
15023,8109,4.0,3.2770498
4921,8109,5.0,4.750351
20204,8109,4.0,5.145326
26334,8109,5.0,4.477518
40262,8109,5.0,4.638818
9068,8109,5.0,3.868136
47494,8650,3.0,2.1854277
7144,8650,4.0,2.972966
10901,8650,3.0,3.6096404
26087,8743,5.0,4.097371
5929,8743,5.0,4.2454886
3441,8743,4.0,4.4449115
48074,8743,5.0,4.644888
7560,8743,5.0,5.1623545
11722,8743,5.0,4.4599314
18121,8743,4.0,4.888872
32532,8743,5.0,4.47204
25410,8743,5.0,4.2542973
42585,8743,5.0,4.477623
17293,8743,4.0,3.358935
39688,8743,2.0,3.0694795
29391,8743,1.0,3.5032125
24675,8743,5.0,4.2268105
28273,8743,5.0,
36999,8743,5.0,4.1683626
14224,8743,4.0,4.448598
44327,8743,4.0,3.0698824
32351,8743,5.0,4.4351325
10789,8743,5.0,4.6868467
33094,8743,5.0,4.271167
34056,8779,4.0,1.8134819
2686,8779,1.0,1.8948425
41441,8779,1.0,3.201958
30195,8779,3.0,3.5614524
38756,8779,2.0,
30876,8779,5.0,0.67260057
38060,8911,5.0,3.0999157
7737,8911,5.0,4.284917
45425,8911,5.0,3.4147828
10985,8911,3.0,4.491275
23927,65,2.0,3.3826876
5578,458,2.0,1.7736723
28793,458,5.0,3.6968653
11073,458,3.0,3.24233
26061,458,3.0,2.8997583
30925,458,4.0,2.6015732
24725,458,1.0,3.6145415
28755,458,4.0,3.9699488
47749,458,4.0,4.084942
31400,879,5.0,4.06566
3296,879,5.0,4.3277884
28955,879,5.0,4.5412416
11353,879,5.0,3.1633077
31784,879,5.0,
45461,879,5.0,4.418551
46963,879,5.0,
37353,879,5.0,4.5087314
34986,879,5.0,4.548311
32060,879,5.0,4.9610467
29978,879,5.0,3.5957296
19198,879,5.0,4.28053
48497,879,5.0,3.9412975
5013,879,5.0,
13103,879,5.0,3.285797
1578,879,5.0,3.3930683
6292,879,5.0,
41668,879,5.0,0.7304057
